ஸமணப்³ராஹ்மணகபணத்³தி⁴கவணிப்³ப³கயாசகானங்,samaṇabrāhmaṇakapaṇaddhikavaṇibbakayācakānaṃ
திஸ்ஸமெத்தெய்யமாணவஸுத்தனித்³தே³ஸவண்ணனா,tissametteyyamāṇavasuttaniddesavaṇṇanā
அட்ட²பண்ணாஸாதி⁴கதிஸதமத்தபிட்ட²பரிமாணா,aṭṭhapaṇṇāsādhikatisatamattapiṭṭhaparimāṇā
பு³த்³தா⁴தி³ஸங்ஸெப்³யஸுமக்³க³த³ஸ்ஸனே,buddhādisaṃsebyasumaggadassane
தி³ட்ட²ஸுதகா⁴யிதஸாயிதபு²ஸிதவிஞ்ஞாதானி,diṭṭhasutaghāyitasāyitaphusitaviññātāni
ரூபராகா³ரூபராக³மானுத்³த⁴ச்சாவிஜ்ஜானங்,rūparāgārūparāgamānuddhaccāvijjānaṃ
ஸங்கீ³தித்³வயாரூள்ஹபுராணத⁴ம்மவினயமேவ,saṅgītidvayārūḷhapurāṇadhammavinayameva
தந்தே³ஸிகக³ப்³ப⁴பாளிஸன்னிவேஸாகாரம்பி,tandesikagabbhapāḷisannivesākārampi
பஞ்ஞாவெய்யத்தியஸமன்னாக³தேனா’’திஆதி³,paññāveyyattiyasamannāgatenā’’tiādi
ஸமந்தபாஸாதி³காஸுமங்க³லவிலாஸினீஆதீ³ஸு,samantapāsādikāsumaṅgalavilāsinīādīsu
ஸுத்தாபி⁴த⁴ம்மவினயட்ட²கதா²ஸ்வ’நூனங்,suttābhidhammavinayaṭṭhakathāsva’nūnaṃ
து³க்க²கி²ன்னஜனத³ஸ்ஸனது³க்க²கி²ன்னோ,dukkhakhinnajanadassanadukkhakhinno
விப்பயுத்தேனவிப்பயுத்தபத³னித்³தே³ஸோ,vippayuttenavippayuttapadaniddeso
ஆசரியஅனுருத்³த⁴த⁴ம்மபாலத்தே²ராத³யோ,ācariyaanuruddhadhammapālattherādayo
ஸங்க⁴பாலபு³த்³த⁴மித்தஜோதிபாலாதீ³னங்,saṅghapālabuddhamittajotipālādīnaṃ
து³க்க²ஸஹக³தகாயவிஞ்ஞாணசித்துப்பாதே³,dukkhasahagatakāyaviññāṇacittuppāde
மக³த⁴பூ⁴தவித³க்³க³முக²மண்ட³னியாடீகா,magadhabhūtavidaggamukhamaṇḍaniyāṭīkā
ப⁴த்³ராவுத⁴மாணவஸுத்தனித்³தே³ஸவண்ணனா,bhadrāvudhamāṇavasuttaniddesavaṇṇanā
பாராயனானுகீ³திகா³தா²னித்³தே³ஸவண்ணனா,pārāyanānugītigāthāniddesavaṇṇanā
ஸம்பயுத்தேனவிப்பயுத்தபத³னித்³தே³ஸோ,sampayuttenavippayuttapadaniddeso
விப்பயுத்தேனஸம்பயுத்தபத³னித்³தே³ஸோ,vippayuttenasampayuttapadaniddeso
பொ²ட்ட²ப்³பா³ரம்மணாபரிபோ⁴க³மத்தமேவ,phoṭṭhabbārammaṇāparibhogamattameva
ஸகஸமயஸமயந்தரக³ஹனஜ்ஜோ²கா³ஹணஸமத்தே²ன,sakasamayasamayantaragahanajjhogāhaṇasamatthena
முத்³தி³தச²ட்ட²ஸங்கீ³திபொத்த²கவஸேன,mudditachaṭṭhasaṅgītipotthakavasena
சதுவீஸாதி⁴கஸத்தஸதமத்தபிட்ட²பரிமாணோ,catuvīsādhikasattasatamattapiṭṭhaparimāṇo
அஸ்ஸகோ⁴ஸனாக³ஜ்ஜுனவஸுப³ந்து⁴ஆதீ³னங்,assaghosanāgajjunavasubandhuādīnaṃ
இத்தி²ந்த்³ரியபுரிஸிந்த்³ரியத⁴ம்மா,itthindriyapurisindriyadhammā
மாக³த⁴பூ⁴தாவித³க்³க³முக²மண்ட³னடீகா,māgadhabhūtāvidaggamukhamaṇḍanaṭīkā
பாராயனத்து²திகா³தா²னித்³தே³ஸவண்ணனா,pārāyanatthutigāthāniddesavaṇṇanā
அஸங்க³ஹிதேனஅஸங்க³ஹிதபத³னித்³தே³ஸோ,asaṅgahitenaasaṅgahitapadaniddeso
ஸம்பயுத்தேனஸம்பயுத்தபத³னித்³தே³ஸோ,sampayuttenasampayuttapadaniddeso
விஸுத்³தி⁴ஸங்கா²தனிப்³பா³னகாமானங்,visuddhisaṅkhātanibbānakāmānaṃ
புனப்புனாக³தவித்தா²ரகதா²மக்³க³ஸ்ஸ,punappunāgatavitthārakathāmaggassa
உபரூபரிபகு³ணபா⁴வவட்³ட⁴னத்த²ங்தா²ம,uparūparipaguṇabhāvavaḍḍhanatthaṃthāma
ஸப்³ப³லோகபடிபி³ம்பி³தத³ப்பணாப⁴ங்,sabbalokapaṭibimbitadappaṇābhaṃ
அதீதானாக³தபச்சுப்பன்னவந்த³னகா³தா²,atītānāgatapaccuppannavandanagāthā
பஞ்சபு³த்³து⁴ப்பாத³படிமண்டி³தத்தா,pañcabuddhuppādapaṭimaṇḍitattā
லக்க²ணரஸபச்சுபட்டா²னபத³ட்டா²னவஸேன,lakkhaṇarasapaccupaṭṭhānapadaṭṭhānavasena
புப்³பே³னிவாஸானுஸ்ஸதிஞாணத³ஸ்ஸனஸ்ஸ,pubbenivāsānussatiñāṇadassanassa
ஸங்க³ஹிதேனஅஸங்க³ஹிதபத³னித்³தே³ஸோ,saṅgahitenaasaṅgahitapadaniddeso
அஸங்க³ஹிதேனஸங்க³ஹிதபத³னித்³தே³ஸோ,asaṅgahitenasaṅgahitapadaniddeso
த³க்கி²ணஇந்தி³யரட்டி²கபா⁴வயுத்தி,dakkhiṇaindiyaraṭṭhikabhāvayutti
ஏகவித⁴து³விதா⁴தி³பஞ்ஞாபபே⁴த³கதா²,ekavidhaduvidhādipaññāpabhedakathā
வினிச்ச²யஸங்வண்ணனாபே⁴த³ப்பகாஸனங்,vinicchayasaṃvaṇṇanābhedappakāsanaṃ
விஸுத்³தி⁴’மபி⁴யாது’மபெக்க²மானா,visuddhi’mabhiyātu’mapekkhamānā
மேதா⁴விலாஸா’ஸ்ஸ’ஹுவு’ட்ட²ஸாலினீ,medhāvilāsā’ssa’huvu’ṭṭhasālinī
ஸுத்³தா⁴திஸுத்³த⁴தரபு³த்³த⁴கு³ணா,suddhātisuddhatarabuddhaguṇā
தேஸுப்பதிட்டி²தஸுகோமலதீ³க⁴பண்ஹி,tesuppatiṭṭhitasukomaladīghapaṇhi
ஆபச்சிமத்தமபி⁴னிக்க²மனாபி⁴யோகா³,āpaccimattamabhinikkhamanābhiyogā
விப⁴ங்க³னித்³தே³ஸக²ந்த⁴கபரிவாரா,vibhaṅganiddesakhandhakaparivārā
பு³த்³தா⁴னுபு³த்³த⁴ஸங்வண்ணிதஸ்ஸ,buddhānubuddhasaṃvaṇṇitassa
வுட்³ட⁴பப்³ப³ஜிதஸுமனாதே²ரீகா³தா²,vuḍḍhapabbajitasumanātherīgāthā
மெத்தகூ³மாணவஸுத்தனித்³தே³ஸவண்ணனா,mettagūmāṇavasuttaniddesavaṇṇanā
தோதெ³ய்யமாணவஸுத்தனித்³தே³ஸவண்ணனா,todeyyamāṇavasuttaniddesavaṇṇanā
ஜதுகண்ணிமாணவஸுத்தனித்³தே³ஸவண்ணனா,jatukaṇṇimāṇavasuttaniddesavaṇṇanā
பிங்கி³யமாணவஸுத்தனித்³தே³ஸவண்ணனா,piṅgiyamāṇavasuttaniddesavaṇṇanā
க²க்³க³விஸாணஸுத்தனித்³தே³ஸவண்ணனா,khaggavisāṇasuttaniddesavaṇṇanā
ஸோகபரிதே³வது³க்க²தோ³மனஸ்ஸுபாயாஸா,sokaparidevadukkhadomanassupāyāsā
வீதராக³வீததோ³ஸவீதமோஹஅரியத⁴ம்மேஹி,vītarāgavītadosavītamohaariyadhammehi
ச²த்திங்ஸதண்ஹாஜாலினியாவிசரிதானி,chattiṃsataṇhājāliniyāvicaritāni
ஸங்க³ஹிதேனஸங்க³ஹிதபத³னித்³தே³ஸோ,saṅgahitenasaṅgahitapadaniddeso
ஸுமங்க³லவிலாஸினிய’’ந்திஆதி³னா,sumaṅgalavilāsiniya’’ntiādinā
பரிஸுத்³த⁴பிடகபாளினிஸ்ஸயதாதீ³ஹி,parisuddhapiṭakapāḷinissayatādīhi
தே²ராதி³’மந்த’முபயாத’மனூனதந்தே,therādi’manta’mupayāta’manūnatante
இஸ்ஸரியட்டா²னத⁴னத⁴ஞ்ஞஸம்பத்தியோ,issariyaṭṭhānadhanadhaññasampattiyo
நெக்க²ம்மஜ்ஜா²ஸயதீ³பனீயமககா³தா²,nekkhammajjhāsayadīpanīyamakagāthā
ஸம்மாபி⁴ஸம்பு³த்³த⁴ஸமந்தசக்கு²,sammābhisambuddhasamantacakkhu
பு³த்³த⁴த³த்தாசரியக³ந்த²தீ³பனா,buddhadattācariyaganthadīpanā
ப⁴த்³ராவுத⁴ஸுத்தனித்³தே³ஸவண்ணனா,bhadrāvudhasuttaniddesavaṇṇanā
மோக⁴ராஜமாணவஸுத்தனித்³தே³ஸவண்ணனா,mogharājamāṇavasuttaniddesavaṇṇanā
ஸப்³ப³தோ³ப⁴க்³க³ஸமதிக்கமனட்டே²ன,sabbadobhaggasamatikkamanaṭṭhena
ஸம்பயோக³விப்பயோக³பத³னித்³தே³ஸோ,sampayogavippayogapadaniddeso
பொ²ட்ட²ப்³பா³ரம்மணபரிபோ⁴க³ஹேது,phoṭṭhabbārammaṇaparibhogahetu
விஸுத்³தி⁴மக்³க³ஆக³மட்ட²கதா²ஸு,visuddhimaggaāgamaṭṭhakathāsu
லோகத்த²’மாவிகதபத்த²ன’மாதி³யான,lokattha’māvikatapatthana’mādiyāna
வஸ்ஸோத³கஅக்³கி³வாதஸீதஉண்ஹாத³யோ,vassodakaaggivātasītauṇhādayo
கம்மாயதனஸிப்பாயதனவிஜ்ஜாடா²னேஸு,kammāyatanasippāyatanavijjāṭhānesu
பாது³த்³தா⁴ரவிம்ஹயதீ³பனீகா³தா²,pāduddhāravimhayadīpanīgāthā
உஸ்ஸாபிதத்³த⁴ஜபடாகஸிதாதபத்தங்,ussāpitaddhajapaṭākasitātapattaṃ
அபுனராவத்திக³மனதீ³பனீயமககா³தா²,apunarāvattigamanadīpanīyamakagāthā
பியப⁴ரியாஸுதது³ஹிதூ’நதிகருணங்,piyabhariyāsutaduhitū’natikaruṇaṃ
யாத்ராஸுமட்ட²ஸதமங்க³லக்க²ணானி,yātrāsumaṭṭhasatamaṅgalakkhaṇāni
ஸஸ்ஸேவிஜந்துவரஸந்திபுரப்பவேஸே,sassevijantuvarasantipurappavese
ஸன்னெத்தனாவுபக³தானமனக்³க⁴கானி,sannettanāvupagatānamanagghakāni
கல்யாணவண்ணரதனண்ணவஜாதிபி⁴ன்னங்,kalyāṇavaṇṇaratanaṇṇavajātibhinnaṃ
மஹாஅட்ட²கதி²காபேப⁴த³அனேகாசரியா,mahāaṭṭhakathikāpebhadaanekācariyā
பு³த்³த⁴கோ⁴ஸாசரியக³ந்த²தீ³பனா,buddhaghosācariyaganthadīpanā
அபி⁴த⁴ம்மபன்னரஸட்டா²னவண்ணானங்,abhidhammapannarasaṭṭhānavaṇṇānaṃ
அபி⁴த⁴ம்மஸங்க³ஹஸ்ஸடீகாவிவரணங்,abhidhammasaṅgahassaṭīkāvivaraṇaṃ
ப⁴த்³தா³குண்ட³லகேஸாதே²ரீகா³தா²,bhaddākuṇḍalakesātherīgāthā
ஸண்ஹமுத்³தி³கஸுவண்ணமண்டி³தா,saṇhamuddikasuvaṇṇamaṇḍitā
புண்ணகமாணவஸுத்தனித்³தே³ஸவண்ணனா,puṇṇakamāṇavasuttaniddesavaṇṇanā
மணிகனகரஜதபவாளசந்த³ஸூரியாதீ³னங்,maṇikanakarajatapavāḷacandasūriyādīnaṃ
பஞ்சஸதபஞ்சஸதபரித்ததீ³பபரிவாரோ,pañcasatapañcasataparittadīpaparivāro
அனஞ்ஞாதஞ்ஞஸ்ஸாமீதிந்த்³ரியஸ்ஸ,anaññātaññassāmītindriyassa
இத³ப்பச்சயதாபடிச்சஸமுப்பன்னேஸு,idappaccayatāpaṭiccasamuppannesu
ஸம்மாதி³ட்டி²புரெக்கா²ரோ’’தி,sammādiṭṭhipurekkhāro’’ti
மந்தோ’’திபு³த்³த⁴மந்தோ’’தி,manto’’tibuddhamanto’’ti
ஸத்³த⁴ம்மபுண்ட³ரிகஸுத்தாதி³கே,saddhammapuṇḍarikasuttādike
பரிஸுத்³த⁴வினிச்ச²யஸங்கா²தஸ்ஸ,parisuddhavinicchayasaṅkhātassa
ஸங்லத்³த⁴பப்³ப³ஜ்ஜுபஸம்பதோ³வ,saṃladdhapabbajjupasampadova
ஸங்ஸுத்³த⁴வங்ஸஜனிவாஸமஹாவிஹார,saṃsuddhavaṃsajanivāsamahāvihāra
ச’ரியமக்³க³க³மக்³க³’மக்³க³ங்,ca’riyamaggagamagga’maggaṃ
வீரானுகம்பஸதியோஜிதபு³த்³தி⁴மா,vīrānukampasatiyojitabuddhimā
ஸம்பு³த்³த⁴பா⁴வவிதி³தேனி’மினா,sambuddhabhāvaviditeni’minā
விஸுத்³த⁴வினயாக³மபுஜ்ஜத⁴ம்மா,visuddhavinayāgamapujjadhammā
அங்கு³த்தரந்தாக³மமத்த²வண்ணனா,aṅguttarantāgamamatthavaṇṇanā
லங்காக³தான’ட்ட²கதா²ன’மத்³தா⁴,laṅkāgatāna’ṭṭhakathāna’maddhā
இட்டா²னிட்ட²மஜ்ஜ²த்தரஸானுப⁴வன,iṭṭhāniṭṭhamajjhattarasānubhavana
திபு³த்³த⁴கெ²த்தேகதி³வாகரோதி,tibuddhakhettekadivākaroti
தப்³பா⁴வபா⁴வித்தமஸம்பு⁴ணந்தா,tabbhāvabhāvittamasambhuṇantā
அனங்க³ரங்க³த்³த⁴ஜபூ⁴தமங்க³ங்,anaṅgaraṅgaddhajabhūtamaṅgaṃ
மஹிதமனந்தாகித்திஸம்பா⁴ரஸாரங்,mahitamanantākittisambhārasāraṃ
பாத³ம்பு³ஜஸ்ஸிரிவிலாஸனிகேதனங்,pādambujassirivilāsaniketanaṃ
தி³ட்ட²த⁴ம்மிகஸம்பராயிகத்தே²,diṭṭhadhammikasamparāyikatthe
தி³ட்ட²த⁴ம்மிகஸம்பராயிகத்தே²,diṭṭhadhammikasamparāyikatthe
ஸத்³த³த்த²பே⁴த³சிந்தாவிவரணங்,saddatthabhedacintāvivaraṇaṃ
கண்ஹக²ந்த⁴கஸுவண்ணமண்டி³தங்,kaṇhakhandhakasuvaṇṇamaṇḍitaṃ
ஸுபா⁴ஜீவகம்ப³வனிகாதே²ரீகா³தா²,subhājīvakambavanikātherīgāthā
தோ⁴தகமாணவஸுத்தனித்³தே³ஸவண்ணனா,dhotakamāṇavasuttaniddesavaṇṇanā
உபஸீவமாணவஸுத்தனித்³தே³ஸவண்ணனா,upasīvamāṇavasuttaniddesavaṇṇanā
நந்த³மாணவஸுத்தனித்³தே³ஸவண்ணனா,nandamāṇavasuttaniddesavaṇṇanā
திபஞ்சயோஜனக்க²ந்த⁴பரிக்கே²பா,tipañcayojanakkhandhaparikkhepā
போஸாலமாணவஸுத்தனித்³தே³ஸவண்ணனா,posālamāṇavasuttaniddesavaṇṇanā
பாராயனானுகீ³திகா³தா²னித்³தே³ஸ,pārāyanānugītigāthāniddesa
சதுத்த²கா³தா²னித்³தே³ஸவண்ணனா,catutthagāthāniddesavaṇṇanā
ஸராக³ஸதோ³ஸஸமோஹஸங்கிலேஸபக்கே²ன,sarāgasadosasamohasaṃkilesapakkhena
அனூபஸக்³க³ங்னுபஸக்³க³த⁴ம்மங்,anūpasaggaṃnupasaggadhammaṃ
இத³ங்ஸச்சாபி⁴னிவேஸகாயக³ந்தோ²,idaṃsaccābhinivesakāyagantho
இத³ங்ஸச்சாபி⁴னிவேஸகாயக³ந்தே²ன,idaṃsaccābhinivesakāyaganthena
இத³ங்ஸச்சாபி⁴னிவேஸகாயக³ந்தோ²,idaṃsaccābhinivesakāyagantho
த³க்கி²ணஇந்தி³யரட்டி²கானிபி,dakkhiṇaindiyaraṭṭhikānipi
ஸத்³த³வினிச்ச²யபடிஸங்யுத்தங்,saddavinicchayapaṭisaṃyuttaṃ
ஜம்பு³தீ³பிகட்ட²கதா²சரியானங்,jambudīpikaṭṭhakathācariyānaṃ
ஸீலஸமாதி⁴பஞ்ஞாபடிஸங்யுத்தானி,sīlasamādhipaññāpaṭisaṃyuttāni
க²ந்தா⁴தா⁴தாயதனிந்த்³ரியானி,khandhādhātāyatanindriyāni
பு³த்³தொ⁴த்திஸமுத்³த³திண்ணே,buddhottisamuddatiṇṇe
க³ம்பீ⁴ரமேதா⁴விஸயாக³மம்ஹிபி,gambhīramedhāvisayāgamamhipi
விஜானநகிச்சபுப்³ப³ங்க³மத்தா,vijānanakiccapubbaṅgamattā
த³ஸ்ஸனகிச்சஸவனகிச்சாதீ³னிபி,dassanakiccasavanakiccādīnipi
அனஞ்ஞாதஞ்ஞஸ்ஸாமீதிந்த்³ரியங்,anaññātaññassāmītindriyaṃ
ஜீவிதிந்த்³ரியத்தி²பச்சயோதி,jīvitindriyatthipaccayoti
நத்தி²விக³தஅவிக³தபச்சயதீ³பனா,natthivigataavigatapaccayadīpanā
யோகா³வசரஸம்பத்திதீ³பனீகா³தா²,yogāvacarasampattidīpanīgāthā
அச்ச²ரியப்³பு⁴தராஜவிபூ⁴திங்,acchariyabbhutarājavibhūtiṃ
உம்மாரஉம்மாரக³துத்³த⁴ரித்வா,ummāraummāragatuddharitvā
உபசிதஸுப⁴ஹேதுபயுதானந்தகாலங்,upacitasubhahetupayutānantakālaṃ
ஸப்³ப³சதுதீ³பிகரஜ்ஜலக்கி²ங்,sabbacatudīpikarajjalakkhiṃ
க³ண்ட³த்த²லத்³வ்யமலங்குருதங்,gaṇḍatthaladvyamalaṃkurutaṃ
த்³வேபஞ்ஞாஸாதி⁴கஸுத்தஸதானி,dvepaññāsādhikasuttasatāni
தி³ட்ட²த⁴ம்மிகஸம்பராயிகத்தே²,diṭṭhadhammikasamparāyikatthe
ஸத்தாபி⁴த⁴ம்மக³ந்த²ட்ட²கதா²ய,sattābhidhammaganthaṭṭhakathāya
அபி⁴த⁴ம்மத்த²ஸங்க³ஹஸ்ஸடீகஞ்ச,abhidhammatthasaṅgahassaṭīkañca
விஸுத்³தி⁴மக்³க³சுல்லனவடீகா,visuddhimaggacullanavaṭīkā
த⁴ம்மபாலாசரியேனக³ந்த²தீ³பனா,dhammapālācariyenaganthadīpanā
போ³தி⁴ருக்க²ஸஹஸ்ஸரோபனஸதி³ஸோ,bodhirukkhasahassaropanasadiso
த்³வத்திங்ஸபுப்³ப³னிமித்தானி,dvattiṃsapubbanimittāni
அஜிதமாணவஸுத்தனித்³தே³ஸவண்ணனா,ajitamāṇavasuttaniddesavaṇṇanā
ஹேமகமாணவஸுத்தனித்³தே³ஸவண்ணனா,hemakamāṇavasuttaniddesavaṇṇanā
கப்பமாணவஸுத்தனித்³தே³ஸவண்ணனா,kappamāṇavasuttaniddesavaṇṇanā
மெத்தகூ³மாணவபுச்சா²னித்³தே³ஸ,mettagūmāṇavapucchāniddesa
பஞ்ஞாஸயோஜனக்க²ந்த⁴ஸாகா²யாமா,paññāsayojanakkhandhasākhāyāmā
உத³யமாணவஸுத்தனித்³தே³ஸவண்ணனா,udayamāṇavasuttaniddesavaṇṇanā
து³தியகா³தா²னித்³தே³ஸவண்ணனா,dutiyagāthāniddesavaṇṇanā
ச²ட்ட²கா³தா²னித்³தே³ஸவண்ணனா,chaṭṭhagāthāniddesavaṇṇanā
ஹிரிகோபீனபடிச்சா²த³னமத்தவஸேன,hirikopīnapaṭicchādanamattavasena
அட்ட²மகா³தா²னித்³தே³ஸவண்ணனா,aṭṭhamagāthāniddesavaṇṇanā
விமுத்திஞாணத³ஸ்ஸனக்க²ந்த⁴ஸ்ஸ,vimuttiñāṇadassanakkhandhassa
ஏவங்ஸுக²து³க்க²ப்படிஸங்வேதீ³,evaṃsukhadukkhappaṭisaṃvedī
அனஞ்ஞாதஞ்ஞஸ்ஸாமீதிந்த்³ரியேன,anaññātaññassāmītindriyena
பா⁴ஸாபரிவத்தனஸங்கி²பனவஸேனேவ,bhāsāparivattanasaṃkhipanavaseneva
த³க்கி²ணஇந்தி³யரட்டி²கோ’’தி,dakkhiṇaindiyaraṭṭhiko’’ti
பிடகத்தயபாளிமுக்³க³ண்ஹித்வா,piṭakattayapāḷimuggaṇhitvā
புப்³பா³சிண்ணனிதா³னத³ஸ்ஸனங்,pubbāciṇṇanidānadassanaṃ
அஸ்ஸாஸாதி³மஜ்ஜ²பரியோஸானங்,assāsādimajjhapariyosānaṃ
அத்த²படிஸம்பி⁴தா³’’திஆதி³கா,atthapaṭisambhidā’’tiādikā
படிஸம்பி⁴தா³மக்³க³தே³ஸகேனேவ,paṭisambhidāmaggadesakeneva
பரிஸுத்³தா⁴ஜீவேனாபி⁴யாசிதோ,parisuddhājīvenābhiyācito
அட்ட²ஸாலினீஸம்மோஹவினோத³னீஸு,aṭṭhasālinīsammohavinodanīsu
ஆசரியபு³த்³த⁴கோ⁴ஸத்தே²ரேனேவ,ācariyabuddhaghosatthereneva
அகிச்ச²ஸாதி⁴த்தபபா⁴வ’மஞ்ஞா,akicchasādhittapabhāva’maññā
த⁴ம்மவினயத்த²யதி²ச்ச²தா³னே,dhammavinayatthayathicchadāne
அதா²க³மான’ட்ட²கதா²விதா⁴னநே,athāgamāna’ṭṭhakathāvidhānane
ஆரம்மணவத்து²ப்படிலாப⁴த்தா²ய,ārammaṇavatthuppaṭilābhatthāya
இந்த்³ரியகிச்சஸப்³பா⁴வதோதி,indriyakiccasabbhāvatoti
ஆரம்மணஸம்பியாயனலக்க²ணாபீதி,ārammaṇasampiyāyanalakkhaṇāpīti
படிஸந்தி⁴சதுக்க²ந்த⁴னாமஸ்ஸ,paṭisandhicatukkhandhanāmassa
பச்சயபச்சயுப்பன்னவிபா⁴கோ³பி,paccayapaccayuppannavibhāgopi
விசிகிச்சா²ஸம்பயுத்தசித்தங்,vicikicchāsampayuttacittaṃ
ஸப்³ப³மூலட்ட²கமேவஜீவிதரூபேன,sabbamūlaṭṭhakamevajīvitarūpena
உத்³தா⁴னுஸ்ஸதிபா⁴வனாதி³கமதோ,uddhānussatibhāvanādikamato
தா³னாதி³னேகவரபாரமிஸாக³ரேஸு,dānādinekavarapāramisāgaresu
க³ப்³போ⁴க்கந்திதீ³பனீகா³தா²,gabbhokkantidīpanīgāthā
க³ம்பீ⁴ரபானதா³னாதி³ஸாக³ரேஸு,gambhīrapānadānādisāgaresu
அகா³ரியஸம்பத்திதீ³பனீகா³தா²,agāriyasampattidīpanīgāthā
நச்சுக்³க³தானேகஸஹஸ்ஸஹத்தா²,naccuggatānekasahassahatthā
த⁴ம்மசக்கபவத்தனதீ³பனீகா³தா²,dhammacakkapavattanadīpanīgāthā
சக்காஸனாபி⁴ஸஹனேமிஸஹஸ்ஸரானி,cakkāsanābhisahanemisahassarāni
ஸஸங்ஸத³ஸுத³ஸ்ஸனசக்கவத்தி,sasaṃsadasudassanacakkavatti
க³ந்த²காரகாசரியபரிச்சே²தோ³,ganthakārakācariyaparicchedo
அபி⁴த⁴ம்மத்த²ஸங்க³ஹவிவரணங்,abhidhammatthasaṅgahavivaraṇaṃ
விஸுத்³தி⁴மக்³க³சூலநவடீகா,visuddhimaggacūlanavaṭīkā
க³ந்தா²கரலேக²லேகா²பனானிஸங்ஸ,ganthākaralekhalekhāpanānisaṃsa
புப்³பே³னிவாஸபடிஸங்யுத்தாதி,pubbenivāsapaṭisaṃyuttāti
ப⁴த்³தா³காபிலானீதே²ரீகா³தா²,bhaddākāpilānītherīgāthā
ஸுபா⁴கம்மாரதீ⁴துதே²ரீகா³தா²,subhākammāradhītutherīgāthā
சந்த³னமண்டி³தஸாரக³ந்தி⁴கங்,candanamaṇḍitasāragandhikaṃ
உபாதி³ன்னகக்க²ந்த⁴ப்பவத்தங்,upādinnakakkhandhappavattaṃ
கு³ளபா²ணிதக²ண்ட³ஸக்கராதீ³னி,guḷaphāṇitakhaṇḍasakkarādīni
க²க்³க³விஸாணஸுத்தனித்³தே³ஸோ,khaggavisāṇasuttaniddeso
புப்³ப³பச்சேகஸம்பு³த்³தா⁴,pubbapaccekasambuddhā
பஞ்சமகா³தா²னித்³தே³ஸவண்ணனா,pañcamagāthāniddesavaṇṇanā
